1, 1.06226, 0
2, 0.980392, 0.0578927
3, 1.0326, 0.0575055
4, 0.998894, 0.0520799
5, 1.00267, 0.0418007
6, 1.00866, 0.0352606
7, 1.00589, 0.0303322
8, 1.00585, 0.0265407
9, 0.995994, 0.0253551
10, 0.988977, 0.0237706
11, 0.990506, 0.0216587
12, 0.986138, 0.0202896
13, 0.985987, 0.0187294
14, 0.986175, 0.0173925
15, 0.989088, 0.0164752
16, 0.983378, 0.0164052
17, 0.983918, 0.0154491
18, 0.985737, 0.0146975
19, 0.985782, 0.013924
20, 0.988592, 0.0135084
21, 0.990628, 0.0130177
22, 0.992136, 0.012513
23, 0.993606, 0.0120551
24, 0.992936, 0.0115714
25, 0.99106, 0.0112596
26, 0.990955, 0.010827
27, 0.989079, 0.0105874
28, 0.988656, 0.0102177
29, 0.98799, 0.00988702
30, 0.987856, 0.00955837
31, 0.989081, 0.00932816
32, 0.990118, 0.0090941
33, 0.98775, 0.00912156
34, 0.98994, 0.00911251
35, 0.991172, 0.00893495
36, 0.991558, 0.00869512
37, 0.990083, 0.00858434
38, 0.990577, 0.00837263
39, 0.990878, 0.00816337
40, 0.992105, 0.00805094
41, 0.992278, 0.00785643
42, 0.992282, 0.00766937
43, 0.992522, 0.00749479
44, 0.993491, 0.00738683
45, 0.993865, 0.00723211
46, 0.994179, 0.0070817
47, 0.994736, 0.00695291
48, 0.994885, 0.00680967
49, 0.994263, 0.0066991
50, 0.994708, 0.00657991
51, 0.994475, 0.00645503
52, 0.995301, 0.00638356
53, 0.994671, 0.00629413
54, 0.995537, 0.00623689
55, 0.996206, 0.00615927
56, 0.996387, 0.00605192
57, 0.995295, 0.00604351
58, 0.996398, 0.0060391
59, 0.997141, 0.00598234
60, 0.996606, 0.00590653
61, 0.998228, 0.00602822
62, 0.996842, 0.00608814
63, 0.996764, 0.00599201
64, 0.996815, 0.0058986
65, 0.996217, 0.00583804
66, 0.996227, 0.00574959
67, 0.994381, 0.00595274
68, 0.994588, 0.00586882
69, 0.993951, 0.00581821
70, 0.992195, 0.00599426
71, 0.99197, 0.00591406
72, 0.991883, 0.00583256
73, 0.991575, 0.00576079
74, 0.9931, 0.00588135
75, 0.99325, 0.00580484
76, 0.992574, 0.00576765
77, 0.993754, 0.00581221
78, 0.993042, 0.00578123
79, 0.992269, 0.00575943
80, 0.992013, 0.00569311
81, 0.990844, 0.00574167
82, 0.990379, 0.00569045
83, 0.990755, 0.00563434
84, 0.990917, 0.00556957
85, 0.992088, 0.00562588
86, 0.99209, 0.00556047
87, 0.99242, 0.00550632
88, 0.993416, 0.00553308
89, 0.994062, 0.00550854
90, 0.993776, 0.00545474
91, 0.995212, 0.00558043
92, 0.995992, 0.0055741
93, 0.996467, 0.00553436
94, 0.996517, 0.00547571
95, 0.997253, 0.00546726
96, 0.997581, 0.00542014
97, 0.997496, 0.00536492
98, 0.997946, 0.00532897
99, 0.998376, 0.00529245
100, 0.997939, 0.00525754
