0, 7.28351, 0.039526
1, 6.68218, 0.0546777
2, 6.10375, 0.0887098
3, 5.46281, 0.0179423
4, 5.27937, 0.0270416
5, 5.06101, 0.0568853
6, 4.61391, 0.054789
7, 4.25334, 0.00186998
8, 4.06639, 0.0600732
9, 3.674, 0.01913
10, 3.59539, 0.0042554
11, 3.5276, 0.0260097
12, 3.27463, 0.00589826
13, 3.20513, 0.00739548
14, 3.14901, 1.88486e-08
15, 3.11474, 0.0202404
16, 2.93522, 0.0130938
17, 2.80943, 0.0106241
18, 2.71779, 0.00295217
19, 2.6984, 0.00426251
20, 2.66906, 0.00683614
21, 2.62054, 0.0050114
22, 2.56419, 0.00436031
23, 2.5136, 0.0248015
24, 2.27832, 1.3328e-08
25, 2.26531, 0.00822599
26, 2.19291, 0.01805
27, 2.00569, 0.00821815
28, 1.95599, -nan
29, 1.95599, -nan
30, 1.94892, 0.00596232
31, 1.88988, 0.00171091
32, 1.87176, 0.00602928
33, 1.81458, -nan
34, 1.81048, 0.00260855
35, 1.79208, -nan
36, 1.79208, -nan
37, 1.75411, 0.0260802
38, 1.51102, 0.000162771
39, 1.50927, 0.000416572
40, 1.47195, 0.0163234
41, 1.33808, 0.0028354
42, 1.32895, 0.00458856
43, 1.31101, 0.000162771
44, 1.30129, 0.00812001
45, 1.22412, 0.000162771
46, 1.22219, 0.000365796
47, 1.21793, 0.000746165
48, 1.20854, 0.00201359
49, 1.17843, 0.0083978
50, 1.09584, 0.00278784
51, 1.0613, 0.00545857
52, 1.00928, 0.00254183
53, 0.994326, 0.00316949
54, 0.959692, 0.00404027
55, 0.921417, -nan
56, 0.92073, 0.000265804
57, 0.917381, 0.00220118
58, 0.896488, 9.98185e-06
59, 0.865743, 0.0118706
60, 0.819769, 0
61, 0.819769, 0
62, 0.818471, 0.00123164
63, 0.806786, -nan
64, 0.806786, -nan
65, 0.806786, -nan
66, 0.806786, -nan
67, 0.806786, -nan
68, 0.806786, -nan
69, 0.806786, -nan
70, 0.806786, -nan
71, 0.80434, 0.00232076
72, 0.782323, -nan
73, 0.782323, -nan
74, 0.782323, -nan
75, 0.782323, -nan
76, 0.782323, -nan
77, 0.782323, -nan
78, 0.782323, -nan
79, 0.782323, -nan
80, 0.782323, -nan
81, 0.782323, -nan
82, 0.782323, -nan
83, 0.782323, -nan
84, 0.782323, -nan
85, 0.782323, -nan
86, 0.782323, -nan
87, 0.782323, -nan
88, 0.782323, -nan
89, 0.782323, -nan
90, 0.782323, -nan
91, 0.782323, -nan
92, 0.782323, -nan
93, 0.782323, -nan
94, 0.782323, -nan
95, 0.782323, -nan
96, 0.782323, -nan
97, 0.782323, -nan
98, 0.782323, -nan
99, 0.782323, -nan
100, 0.782323, -nan
101, 0.782323, -nan
102, 0.782323, -nan
103, 0.782323, -nan
104, 0.782323, -nan
105, 0.782323, -nan
106, 0.782323, -nan
107, 0.782323, -nan
108, 0.782323, -nan
109, 0.782323, -nan
110, 0.782323, -nan
111, 0.782323, -nan
112, 0.782323, -nan
113, 0.782323, -nan
114, 0.782323, -nan
115, 0.782323, -nan
116, 0.782323, -nan
117, 0.782323, -nan
118, 0.782323, -nan
119, 0.782323, -nan
120, 0.782323, -nan
121, 0.782323, -nan
122, 0.782323, -nan
123, 0.782323, -nan
124, 0.782323, -nan
125, 0.782323, -nan
126, 0.782323, -nan
127, 0.782323, -nan
128, 0.782323, -nan
129, 0.782323, -nan
130, 0.782323, -nan
131, 0.782323, -nan
132, 0.782323, -nan
133, 0.782323, -nan
134, 0.782323, -nan
135, 0.782323, -nan
136, 0.782323, -nan
137, 0.782323, -nan
138, 0.782323, -nan
139, 0.782323, -nan
140, 0.782323, -nan
141, 0.782323, -nan
142, 0.782323, -nan
143, 0.782323, -nan
144, 0.782323, -nan
145, 0.782323, -nan
146, 0.782323, -nan
147, 0.782323, -nan
148, 0.782323, -nan
149, 0.782323, -nan
150, 0.782323, -nan
151, 0.782323, -nan
152, 0.782323, -nan
153, 0.782323, -nan
154, 0.782323, -nan
155, 0.782323, -nan
156, 0.782323, -nan
157, 0.782323, -nan
158, 0.782323, -nan
159, 0.782323, -nan
160, 0.782323, -nan
161, 0.782323, -nan
162, 0.782323, -nan
163, 0.782323, -nan
164, 0.782323, -nan
165, 0.782323, -nan
166, 0.782323, -nan
167, 0.782323, -nan
168, 0.782323, -nan
169, 0.782323, -nan
170, 0.782323, -nan
171, 0.782323, -nan
172, 0.782323, -nan
173, 0.782323, -nan
174, 0.782323, -nan
175, 0.782323, -nan
176, 0.782323, -nan
177, 0.782323, -nan
178, 0.782323, -nan
179, 0.782323, -nan
180, 0.782323, -nan
181, 0.782323, -nan
182, 0.782323, -nan
183, 0.782323, -nan
184, 0.782323, -nan
185, 0.782323, -nan
186, 0.782323, -nan
187, 0.782323, -nan
188, 0.782323, -nan
189, 0.782323, -nan
190, 0.782323, -nan
191, 0.782323, -nan
192, 0.782323, -nan
193, 0.782323, -nan
194, 0.782323, -nan
195, 0.782323, -nan
196, 0.782323, -nan
197, 0.782323, -nan
198, 0.782323, -nan
199, 0.782323, -nan
200, 0.780887, 0.00136283
201, 0.767958, 3.332e-09
202, 0.767958, 3.332e-09
203, 0.767958, 3.332e-09
204, 0.767958, 3.332e-09
205, 0.767958, 3.332e-09
206, 0.767958, 3.332e-09
207, 0.767958, 3.332e-09
208, 0.767958, 3.332e-09
209, 0.767958, 3.332e-09
210, 0.767958, 3.332e-09
211, 0.767958, 3.332e-09
212, 0.767958, 3.332e-09
213, 0.767958, 3.332e-09
214, 0.767958, 3.332e-09
215, 0.767958, 3.332e-09
216, 0.767958, 3.332e-09
217, 0.767958, 3.332e-09
218, 0.767958, 3.332e-09
219, 0.767958, 3.332e-09
220, 0.767958, 3.332e-09
221, 0.767958, 3.332e-09
222, 0.767958, 3.332e-09
223, 0.767958, 3.332e-09
224, 0.767958, 3.332e-09
225, 0.767958, 3.332e-09
226, 0.767958, 3.332e-09
227, 0.767958, 3.332e-09
228, 0.767958, 3.332e-09
229, 0.767958, 3.332e-09
230, 0.767958, 3.332e-09
231, 0.767958, 3.332e-09
232, 0.767958, 3.332e-09
233, 0.767958, 3.332e-09
234, 0.767958, 3.332e-09
235, 0.767958, 3.332e-09
236, 0.767958, 3.332e-09
237, 0.767958, 3.332e-09
238, 0.767958, 3.332e-09
239, 0.767958, 3.332e-09
240, 0.767958, 3.332e-09
241, 0.767958, 3.332e-09
242, 0.767958, 3.332e-09
243, 0.767958, 3.332e-09
244, 0.767958, 3.332e-09
245, 0.767958, 3.332e-09
246, 0.767958, 3.332e-09
247, 0.767958, 3.332e-09
248, 0.767958, 3.332e-09
249, 0.767958, 3.332e-09
250, 0.767958, 3.332e-09
251, 0.767958, 3.332e-09
252, 0.767958, 3.332e-09
253, 0.767958, 3.332e-09
254, 0.767958, 3.332e-09
255, 0.767958, 3.332e-09
256, 0.767958, 3.332e-09
257, 0.767958, 3.332e-09
258, 0.767958, 3.332e-09
259, 0.767958, 3.332e-09
260, 0.767958, 3.332e-09
261, 0.767958, 3.332e-09
262, 0.767958, 3.332e-09
263, 0.767958, 3.332e-09
264, 0.767958, 3.332e-09
265, 0.767958, 3.332e-09
266, 0.767958, 3.332e-09
267, 0.767958, 3.332e-09
268, 0.767958, 3.332e-09
269, 0.767958, 3.332e-09
270, 0.767958, 3.332e-09
271, 0.767958, 3.332e-09
272, 0.767958, 3.332e-09
273, 0.767958, 3.332e-09
274, 0.767958, 3.332e-09
275, 0.767958, 3.332e-09
276, 0.767958, 3.332e-09
277, 0.767958, 3.332e-09
278, 0.767958, 3.332e-09
279, 0.767958, 3.332e-09
280, 0.767958, 3.332e-09
281, 0.767958, 3.332e-09
282, 0.767958, 3.332e-09
283, 0.767958, 3.332e-09
284, 0.767958, 3.332e-09
285, 0.767958, 3.332e-09
286, 0.767958, 3.332e-09
287, 0.767958, 3.332e-09
288, 0.767958, 3.332e-09
289, 0.767958, 3.332e-09
290, 0.767958, 3.332e-09
291, 0.767958, 3.332e-09
292, 0.767958, 3.332e-09
293, 0.767958, 3.332e-09
294, 0.767958, 3.332e-09
295, 0.767958, 3.332e-09
296, 0.767958, 3.332e-09
297, 0.767958, 3.332e-09
298, 0.767958, 3.332e-09
299, 0.767958, 3.332e-09
