0.753623, 0
0.782729, 0.0205812
0.780213, 0.0138737
0.773085, 0.0120985
0.774294, 0.009739
0.774321, 0.00811587
0.774522, 0.00695894
0.777561, 0.00672017
0.775409, 0.00630881
0.776466, 0.00576577
0.777351, 0.00530916
0.776325, 0.0049649
0.77576, 0.00461502
0.778176, 0.00487686
0.777871, 0.00456128
0.776994, 0.00435965
0.778634, 0.00440094
0.778781, 0.00415888
0.780124, 0.00415125
0.777679, 0.00460785
0.779412, 0.00470294
0.778607, 0.00455749
0.778025, 0.00439639
0.779261, 0.00438367
0.778885, 0.00422441
0.779535, 0.00411168
0.778851, 0.00401604
0.779536, 0.00393062
0.779133, 0.00381562
0.779381, 0.00369645
0.779292, 0.00357828
0.779261, 0.0034666
0.779686, 0.00338759
0.779285, 0.00331167
0.779716, 0.00324494
0.780095, 0.0031769
0.780118, 0.00309112
0.780518, 0.00303553
0.780526, 0.0029577
0.779445, 0.00307476
0.780124, 0.00307381
0.779926, 0.00300699
0.780574, 0.00300606
0.779966, 0.00299852
0.780156, 0.00293788
0.77996, 0.00288053
0.779658, 0.00283502
0.77919, 0.00281435
0.779995, 0.00286957
0.779961, 0.00281238
