1.81271, 0
1.77589, 0.0260352
1.76305, 0.0202789
1.77081, 0.016628
1.77496, 0.0138107
1.77001, 0.0123614
1.77349, 0.0110723
1.77049, 0.0100856
1.77344, 0.00938525
1.76874, 0.0095476
1.76727, 0.00879331
1.7642, 0.00857694
1.76293, 0.00801186
1.76394, 0.00750338
1.76584, 0.00723896
1.76562, 0.00678984
1.76344, 0.00673027
1.76325, 0.00635915
1.76261, 0.00605648
1.76372, 0.0058552
1.76175, 0.00589975
1.76044, 0.00577377
1.75843, 0.00586285
1.7568, 0.00584093
1.75711, 0.00561543
1.7562, 0.00547229
1.7572, 0.00535953
1.75771, 0.00519206
1.75741, 0.00502158
1.75584, 0.00509313
1.7543, 0.00515495
1.75335, 0.00508157
1.75278, 0.00495992
1.75276, 0.00481407
1.75347, 0.00472799
1.75408, 0.00463612
1.75341, 0.00455858
1.7532, 0.00444359
1.75274, 0.00435286
1.75164, 0.00438117
