0.33, 0.15, 10.1873, 0.168786
0.33, 0.16, 8.48025, 0.161256
0.33, 0.17, 6.66963, 0.136238
0.33, 0.18, 5.43845, 0.122674
0.33, 0.19, 4.61839, 0.0919357
0.33, 0.2, 3.85048, 0.0818595
0.33, 0.21, 3.27924, 0.0707573
0.33, 0.22, 2.64432, 0.0638645
0.33, 0.23, 2.28208, 0.0563421
0.33, 0.24, 1.84903, 0.0466476
0.33, 0.25, 1.64621, 0.0369823
0.33, 0.26, 1.41298, 0.0321438
0.33, 0.27, 1.25506, 0.0274051
0.33, 0.28, 1.13826, 0.0257106
0.33, 0.29, 1.02927, 0.0213558
0.33, 0.3, 0.909754, 0.0182376
0.33, 0.31, 0.916043, 0.0162224
0.33, 0.32, 0.833784, 0.0125835
0.33, 0.33, 0.765519, 0.0150784
0.33, 0.34, 0.715559, 0.0123323
0.33, 0.35, 0.679068, 0.0116495
0.33, 0.36, 0.651996, 0.0108918
0.33, 0.37, 0.605896, 0.0106167
0.33, 0.38, 0.577626, 0.00959453
0.33, 0.39, 0.542982, 0.0103319
0.33, 0.4, 0.528682, 0.00933284
0.33, 0.41, 0.495829, 0.00958918
0.33, 0.42, 0.466399, 0.0101821
0.33, 0.43, 0.446254, 0.00963464
0.33, 0.44, 0.414956, 0.00978344
0.33, 0.45, 0.402036, 0.008882
0.33, 0.46, 0.372834, 0.00965638
0.33, 0.47, 0.348194, 0.00920052
0.33, 0.48, 0.323771, 0.00918169
0.33, 0.49, 0.300359, 0.0084963
0.33, 0.5, 0.288313, 0.00843629
0.33, 0.51, 0.249552, 0.00826317
0.33, 0.52, 0.234134, 0.00882243
0.33, 0.53, 0.217264, 0.00794099
0.33, 0.54, 0.204169, 0.00780298
0.33, 0.55, 0.174706, 0.00668027
0.33, 0.56, 0.13796, 0.00838005
0.33, 0.57, 0.136411, 0.00703509
0.33, 0.58, 0.122019, 0.00815698
0.33, 0.59, 0.100668, 0.00728424
0.33, 0.6, 0.0857914, 0.00700348
0.33, 0.61, 0.05002, 0.0067951
0.33, 0.62, 0.0578405, 0.00765435
0.33, 0.63, 0.0309682, 0.00708345
0.33, 0.64, 0.0141135, 0.00710541
0.33, 0.65, 0.000438106, 0.00615001
0.33, 0.66, -0.0172313, 0.00687656
0.33, 0.67, -0.0283531, 0.00672197
0.33, 0.68, -0.058118, 0.0070726
0.33, 0.69, -0.0611384, 0.00597494
0.33, 0.7, -0.0812098, 0.00526396
0.33, 0.71, -0.0974494, 0.0063339
0.33, 0.72, -0.104867, 0.00560105
0.33, 0.73, -0.124751, 0.00564333
0.33, 0.74, -0.124311, 0.00569558
0.33, 0.75, -0.132772, 0.00535693
0.33, 0.76, -0.157255, 0.00535407
0.33, 0.77, -0.160621, 0.00537258
0.33, 0.78, -0.174649, 0.00626279
0.33, 0.79, -0.183218, 0.00538758
0.33, 0.8, -0.196596, 0.00591723
0.33, 0.81, -0.198213, 0.00496728
0.33, 0.82, -0.218885, 0.00511565
0.33, 0.83, -0.223609, 0.00497313
0.33, 0.84, -0.222508, 0.00523533
0.33, 0.85, -0.228582, 0.00580883
0.33, 0.86, -0.223461, 0.00561374
0.33, 0.87, -0.231002, 0.00610645
0.33, 0.88, -0.238191, 0.00491672
0.33, 0.89, -0.250745, 0.00472243
0.33, 0.9, -0.248957, 0.00601762
0.33, 0.91, -0.247664, 0.00576564
0.33, 0.92, -0.251675, 0.00651798
0.33, 0.93, -0.264529, 0.00522116
0.33, 0.94, -0.267761, 0.00844354
0.33, 0.95, -0.255067, 0.00805242
0.33, 0.96, -0.244983, 0.00934573
0.33, 0.97, -0.221246, 0.0137257
0.33, 0.98, -0.249669, 0.00815246
0.33, 0.99, -0.237756, 0.00800072
0.33, 1, -0.251778, 0.00797927
0.33, 1.01, -0.222833, 0.0127328
0.33, 1.02, -0.222977, 0.0103001
0.33, 1.03, -0.213987, 0.0118523
0.33, 1.04, -0.229517, 0.00976576
0.33, 1.05, -0.218933, 0.0102151
0.33, 1.06, -0.197695, 0.0136157
0.33, 1.07, -0.177581, 0.0126968
0.33, 1.08, -0.168035, 0.0175902
0.33, 1.09, -0.127383, 0.0249185
0.33, 1.1, -0.17055, 0.0138804
0.33, 1.11, -0.142074, 0.0152558
0.33, 1.12, -0.13341, 0.0173111
0.33, 1.13, -0.101555, 0.0135515
0.33, 1.14, -0.106551, 0.0185262
0.34, 0.15, 10.2303, 0.156891
0.34, 0.16, 8.58485, 0.147564
0.34, 0.17, 7.21097, 0.12623
0.34, 0.18, 5.89152, 0.109249
0.34, 0.19, 4.88065, 0.0955505
0.34, 0.2, 4.18369, 0.0850676
0.34, 0.21, 3.27312, 0.0762537
0.34, 0.22, 2.70551, 0.0655856
0.34, 0.23, 2.3089, 0.0574899
0.34, 0.24, 1.97665, 0.0466727
0.34, 0.25, 1.69574, 0.0337273
0.34, 0.26, 1.48038, 0.0364396
0.34, 0.27, 1.27037, 0.0283806
0.34, 0.28, 1.15962, 0.0249235
0.34, 0.29, 1.03462, 0.0191017
0.34, 0.3, 0.918729, 0.0175439
0.34, 0.31, 0.830413, 0.0197419
0.34, 0.32, 0.78716, 0.0158125
0.34, 0.33, 0.741507, 0.0123414
0.34, 0.34, 0.690951, 0.0102205
0.34, 0.35, 0.661194, 0.0122922
0.34, 0.36, 0.606025, 0.0118724
0.34, 0.37, 0.589262, 0.0102923
0.34, 0.38, 0.543738, 0.0114327
0.34, 0.39, 0.533659, 0.00904595
0.34, 0.4, 0.508123, 0.0107063
0.34, 0.41, 0.475653, 0.00886366
0.34, 0.42, 0.456166, 0.0101249
0.34, 0.43, 0.439785, 0.00896079
0.34, 0.44, 0.391581, 0.00846914
0.34, 0.45, 0.366905, 0.00807423
0.34, 0.46, 0.348092, 0.00903549
0.34, 0.47, 0.342976, 0.00865745
0.34, 0.48, 0.288741, 0.00866635
0.34, 0.49, 0.286561, 0.00843902
0.34, 0.5, 0.262136, 0.00785244
0.34, 0.51, 0.239821, 0.00831529
0.34, 0.52, 0.224645, 0.00742119
0.34, 0.53, 0.20612, 0.00834346
0.34, 0.54, 0.177546, 0.0079783
0.34, 0.55, 0.161921, 0.00775426
0.34, 0.56, 0.144365, 0.00714019
0.34, 0.57, 0.117311, 0.00819223
0.34, 0.58, 0.103192, 0.00755539
0.34, 0.59, 0.0835122, 0.00679469
0.34, 0.6, 0.0649039, 0.00733873
0.34, 0.61, 0.0454337, 0.00713715
0.34, 0.62, 0.0284914, 0.00669036
0.34, 0.63, 0.0138597, 0.00620109
0.34, 0.64, -0.00150486, 0.00645608
0.34, 0.65, -0.00772277, 0.00657484
0.34, 0.66, -0.030512, 0.00623536
0.34, 0.67, -0.0439729, 0.00628583
0.34, 0.68, -0.0613373, 0.00606254
0.34, 0.69, -0.0758368, 0.00598976
0.34, 0.7, -0.0907822, 0.00572087
0.34, 0.71, -0.102148, 0.0058289
0.34, 0.72, -0.1191, 0.00644675
0.34, 0.73, -0.112461, 0.00567855
0.34, 0.74, -0.127452, 0.00615524
0.34, 0.75, -0.145173, 0.00561185
0.34, 0.76, -0.157106, 0.00573376
0.34, 0.77, -0.173893, 0.00533058
0.34, 0.78, -0.179598, 0.00468505
0.34, 0.79, -0.193604, 0.00521947
0.34, 0.8, -0.188071, 0.00499753
0.34, 0.81, -0.208209, 0.00490214
0.34, 0.82, -0.207349, 0.00506277
0.34, 0.83, -0.212444, 0.00542685
0.34, 0.84, -0.23061, 0.00512126
0.34, 0.85, -0.225001, 0.00581332
0.34, 0.86, -0.224967, 0.00702526
0.34, 0.87, -0.227806, 0.00852325
0.34, 0.88, -0.238671, 0.00533195
0.34, 0.89, -0.258693, 0.00494567
0.34, 0.9, -0.246833, 0.00570108
0.34, 0.91, -0.251609, 0.00550597
0.34, 0.92, -0.249557, 0.00610761
0.34, 0.93, -0.248267, 0.00642324
0.34, 0.94, -0.246244, 0.00666104
0.34, 0.95, -0.246883, 0.00758884
0.34, 0.96, -0.259606, 0.00781034
0.34, 0.97, -0.251014, 0.0089917
0.34, 0.98, -0.243338, 0.00850441
0.34, 0.99, -0.240332, 0.0102711
0.34, 1, -0.252805, 0.00889207
0.34, 1.01, -0.232324, 0.00799251
0.34, 1.02, -0.23101, 0.0087764
0.34, 1.03, -0.230166, 0.00870769
0.34, 1.04, -0.238663, 0.00800651
0.34, 1.05, -0.216147, 0.0114319
0.34, 1.06, -0.176503, 0.0142147
0.34, 1.07, -0.20227, 0.0117882
0.34, 1.08, -0.182412, 0.0136719
0.34, 1.09, -0.16496, 0.0161153
0.34, 1.1, -0.160074, 0.0134599
0.34, 1.11, -0.153477, 0.0133278
0.34, 1.12, -0.128198, 0.0189921
0.34, 1.13, -0.101715, 0.0143202
0.34, 1.14, -0.0922414, 0.0211812
0.35, 0.15, 10.3442, 0.182177
0.35, 0.16, 8.77433, 0.162518
0.35, 0.17, 7.38794, 0.12903
0.35, 0.18, 6.06811, 0.113261
0.35, 0.19, 5.19995, 0.102027
0.35, 0.2, 4.10464, 0.0770235
0.35, 0.21, 3.53005, 0.0763627
0.35, 0.22, 2.87019, 0.0617124
0.35, 0.23, 2.45023, 0.0583352
0.35, 0.24, 2.03976, 0.0493705
0.35, 0.25, 1.68945, 0.0363843
0.35, 0.26, 1.55871, 0.0365666
0.35, 0.27, 1.34019, 0.0267547
0.35, 0.28, 1.13475, 0.0236594
0.35, 0.29, 1.03619, 0.0211939
0.35, 0.3, 0.949108, 0.0174367
0.35, 0.31, 0.866387, 0.0171146
0.35, 0.32, 0.769152, 0.0131421
0.35, 0.33, 0.705915, 0.0139388
0.35, 0.34, 0.659564, 0.0133625
0.35, 0.35, 0.614481, 0.0124948
0.35, 0.36, 0.597013, 0.00947857
0.35, 0.37, 0.530233, 0.0106582
0.35, 0.38, 0.519771, 0.0110476
0.35, 0.39, 0.506375, 0.00940189
0.35, 0.4, 0.447683, 0.00889973
0.35, 0.41, 0.422233, 0.00888895
0.35, 0.42, 0.409989, 0.00933319
0.35, 0.43, 0.387133, 0.00973749
0.35, 0.44, 0.359684, 0.00836683
0.35, 0.45, 0.345261, 0.00797178
0.35, 0.46, 0.334165, 0.00847938
0.35, 0.47, 0.316084, 0.00832056
0.35, 0.48, 0.28025, 0.00862779
0.35, 0.49, 0.260977, 0.00724956
