1, 5.36354, 0
2, 5.12369, 0.169595
3, 5.06837, 0.121754
4, 5.05679, 0.0918641
5, 5.06148, 0.0736109
6, 5.05743, 0.0614541
7, 5.04007, 0.0550698
8, 5.05109, 0.0492745
9, 5.02831, 0.0487795
10, 5.02481, 0.0440269
11, 5.03027, 0.040361
12, 5.03859, 0.0378463
13, 5.02918, 0.0360866
14, 5.02472, 0.0337829
15, 5.00947, 0.0348052
16, 5.00593, 0.0328096
17, 4.99961, 0.0314818
18, 5.00384, 0.0300151
19, 5.00286, 0.0284513
20, 5.00246, 0.0270314
21, 5.00026, 0.025834
22, 5.00282, 0.0247867
23, 5.00016, 0.023852
24, 5.0008, 0.0228668
25, 5.00115, 0.0219549
26, 5.00081, 0.0211132
27, 5.00344, 0.0204942
28, 5.00819, 0.020305
29, 5.01031, 0.019716
30, 5.01043, 0.0190591
31, 5.0098, 0.0184548
32, 5.0151, 0.0186251
33, 5.015, 0.018061
34, 5.019, 0.0179671
35, 5.02049, 0.0175157
36, 5.0204, 0.0170294
37, 5.01778, 0.0167696
38, 5.01446, 0.016652
39, 5.0161, 0.016305
40, 5.01378, 0.0160619
41, 5.01482, 0.0157041
42, 5.01378, 0.0153649
43, 5.01505, 0.0150603
44, 5.01571, 0.0147325
45, 5.01534, 0.0144099
46, 5.01558, 0.0140987
47, 5.01337, 0.0139708
48, 5.01397, 0.0136927
49, 5.01565, 0.0135162
50, 5.01457, 0.013289
51, 5.0131, 0.0131098
52, 5.01402, 0.0128902
53, 5.01418, 0.0126479
54, 5.01308, 0.0124614
55, 5.01109, 0.0123921
56, 5.01513, 0.0128112
57, 5.015, 0.012587
58, 5.01678, 0.0124948
59, 5.01699, 0.0122847
60, 5.01924, 0.0122847
61, 5.01802, 0.0121433
62, 5.01804, 0.0119474
63, 5.0173, 0.0117813
64, 5.0135, 0.0121923
65, 5.01297, 0.0120165
66, 5.0129, 0.0118346
67, 5.01177, 0.0117118
68, 5.01197, 0.0115414
69, 5.01316, 0.011435
70, 5.0135, 0.0112768
71, 5.01213, 0.0112011
72, 5.01221, 0.0110458
73, 5.01278, 0.0109092
74, 5.01065, 0.0109684
75, 5.00816, 0.0111015
76, 5.00693, 0.0110232
77, 5.00661, 0.0108846
78, 5.00718, 0.0107597
79, 5.0085, 0.0107051
80, 5.00911, 0.0105883
81, 5.00784, 0.0105332
82, 5.00953, 0.0105399
83, 5.00909, 0.0104222
84, 5.00828, 0.0103293
85, 5.00869, 0.0102157
86, 5.00797, 0.0101222
87, 5.008, 0.0100059
88, 5.00607, 0.0100768
89, 5.00701, 0.0100071
90, 5.00554, 0.0100037
91, 5.00767, 0.0101185
92, 5.00733, 0.0100143
93, 5.00882, 0.0100176
94, 5.00723, 0.0100373
95, 5.00647, 0.00996
96, 5.00485, 0.00998835
97, 5.0042, 0.00990638
98, 5.00591, 0.00995205
99, 5.00711, 0.00992341
100, 5.00739, 0.00982825
