10000, 1.59844, 0
20000, 1.53065, 0.047935
30000, 1.53674, 0.0323422
40000, 1.51595, 0.0302118
50000, 1.5254, 0.0256065
60000, 1.53535, 0.0231898
70000, 1.52417, 0.0224113
80000, 1.52715, 0.0198067
90000, 1.51987, 0.0188934
100000, 1.51647, 0.0173079
110000, 1.51769, 0.0157771
120000, 1.51653, 0.0145044
130000, 1.51293, 0.0138293
140000, 1.50952, 0.0132542
150000, 1.50428, 0.013368
160000, 1.50144, 0.0128309
170000, 1.50042, 0.0121165
180000, 1.49935, 0.0114903
190000, 1.49723, 0.0110806
200000, 1.4963, 0.0105651
210000, 1.4964, 0.0100624
220000, 1.49807, 0.00974414
230000, 1.49573, 0.00959959
240000, 1.4987, 0.00965046
250000, 1.49937, 0.00928764
260000, 1.50011, 0.00895992
270000, 1.50073, 0.00864957
280000, 1.50127, 0.00835698
290000, 1.50388, 0.0084684
300000, 1.50322, 0.00821203
310000, 1.50396, 0.00798053
320000, 1.50513, 0.00781616
330000, 1.50557, 0.00759185
340000, 1.50476, 0.0074118
350000, 1.50523, 0.0072147
360000, 1.50611, 0.00706776
370000, 1.505, 0.00696342
380000, 1.50372, 0.00689707
390000, 1.50571, 0.00700184
400000, 1.50457, 0.0069184
410000, 1.50508, 0.00676852
420000, 1.50494, 0.00660877
430000, 1.50474, 0.00645823
440000, 1.50453, 0.00631485
450000, 1.50498, 0.00619041
460000, 1.50363, 0.00620183
470000, 1.50348, 0.00607158
480000, 1.50332, 0.00594716
490000, 1.50386, 0.00584963
500000, 1.50346, 0.00574621
510000, 1.50344, 0.00563356
520000, 1.50341, 0.00552529
530000, 1.5034, 0.00542106
540000, 1.50307, 0.00533047
550000, 1.50292, 0.00523562
560000, 1.5035, 0.00517363
570000, 1.50354, 0.00508301
580000, 1.50422, 0.00504158
590000, 1.50529, 0.00506791
600000, 1.5064, 0.00510311
610000, 1.50652, 0.00502077
620000, 1.507, 0.00496288
630000, 1.50644, 0.00491541
640000, 1.50638, 0.00483895
650000, 1.50577, 0.00480298
660000, 1.50539, 0.00474525
670000, 1.50438, 0.00478048
680000, 1.50484, 0.00473231
690000, 1.50442, 0.00468219
700000, 1.50455, 0.00461701
710000, 1.50395, 0.00459037
720000, 1.50339, 0.00456085
730000, 1.50315, 0.00450459
740000, 1.50267, 0.00446989
750000, 1.50245, 0.00441535
760000, 1.50142, 0.00447661
770000, 1.50164, 0.00442388
780000, 1.50217, 0.00439877
790000, 1.5022, 0.00434317
800000, 1.5025, 0.00429911
810000, 1.50204, 0.00427002
820000, 1.50222, 0.00422161
830000, 1.50172, 0.00419964
840000, 1.50201, 0.00415944
850000, 1.50187, 0.00411303
860000, 1.5018, 0.00406568
870000, 1.50148, 0.00403195
880000, 1.50103, 0.0040108
890000, 1.5011, 0.00396629
900000, 1.50113, 0.00392239
910000, 1.50134, 0.00388448
920000, 1.50105, 0.00385311
930000, 1.50169, 0.00386575
940000, 1.50101, 0.00388451
950000, 1.50082, 0.00384835
960000, 1.50059, 0.00381494
970000, 1.5006, 0.00377561
980000, 1.50069, 0.00373821
990000, 1.50106, 0.00371913
1000000, 1.50088, 0.00368652
